event_date,event_type,product_id,category,subcategory,brand,price,user_id,user_session
2019-10-09,view,4201414,appliances,environment,oasis,172.98,515642319,07a70c14-ad75-4884-88e7-3ad7ea73ab59
2019-10-07,view,1005069,electronics,smartphone,vivo,280.81,518706332,7e4006d6-f52f-4b3e-b7f8-c4c4d8eb123b
2019-10-17,view,5700024,auto,accessories,pioneer,334.11,513797052,c68d373a-9cec-4985-b5bb-4f714fa9408d
2019-10-08,view,11200402,appliances,personal,elenberg,10.27,513604019,302d50db-0f31-4d1e-b4a8-0a62d09126c4
2019-10-30,view,1004461,electronics,smartphone,xiaomi,267.45,518372056,dbe27ec8-28c9-4088-b1bc-475db6ad68f1
2019-10-26,view,7900481,furniture,kitchen,selby,66.9,564242504,80691231-26bc-438f-8a2d-0208591b827a
2019-10-09,view,39800099,apparel,shirt,dion,29.6,515898857,b35fcb45-c0dc-45e3-933f-fc68825ab57f
2019-10-24,view,1005144,electronics,smartphone,apple,1698.87,540266581,05c0618e-ec28-43a2-95c5-d3aad5def8a0
2019-10-08,view,1004767,electronics,smartphone,samsung,250.96,555065404,83906834-9a72-4446-8b8d-68f168075017
2019-10-08,view,1004875,electronics,smartphone,samsung,388.08,519263984,f33f2317-d1ac-4109-8883-58b10634115f
2019-10-18,view,1002098,electronics,smartphone,samsung,370.64,518710447,daaabf08-2044-4b0e-8c4e-ede9e5f1994a
2019-10-10,view,1005160,electronics,smartphone,xiaomi,230.87,558892233,3b06f39c-d279-4147-83c9-1624e630cc4e
2019-10-21,view,3701088,appliances,environment,bosch,102.94,540843106,4fb9a38b-19b5-48d6-a902-bb44d77f5891
2019-10-25,view,1004388,electronics,smartphone,sony,694.69,561892883,3f50c287-ec8a-4ea0-87e8-44da16709e30
2019-10-11,view,19100336,construction,tools,alteco,208.5,549811658,d306865f-5774-4b72-9a78-7768051fe086
2019-10-20,view,1005217,electronics,smartphone,xiaomi,158.31,512918927,4bf72a69-9ac5-4135-b8b4-233f1a625dcb
2019-10-25,view,1005105,electronics,smartphone,apple,1397.09,534545940,bfa3ddc3-f973-03e1-bdfb-c235fd8d6d8e
2019-10-18,view,1802002,electronics,video,ergo,385.85,516705159,75edcb41-d2fa-4803-980b-5eb565c09604
2019-10-22,view,20400102,apparel,shoes,burton,179.93,524004237,a83c5866-6648-401d-a658-54b61e4edc07
2019-10-05,view,1005135,electronics,smartphone,apple,1747.79,513054388,84b9b5ff-b393-430b-be22-98063e50687a
2019-10-22,view,1004756,electronics,smartphone,meizu,91.81,562887121,00779c12-1852-49c2-bd2e-71e9aee38e9d
2019-10-13,view,6800235,appliances,kitchen,redmond,123.53,539463587,e9ae463e-a8a2-4c43-aa68-c0c774556106
2019-10-15,view,1003306,electronics,smartphone,apple,592.01,560568717,ad58ee02-3f80-42b2-9fd1-11cc495d7b6e
2019-10-30,view,9900411,electronics,video,epson,411.59,530811247,74511d24-be3b-4b0a-84d0-31aad40cdaee
2019-10-08,view,6902789,furniture,living_room,lorelli,81.34,524177549,dcacd287-bcbb-461c-a926-6c7e88ad492a
2019-10-09,view,1005144,electronics,smartphone,apple,1747.79,512987188,1e919635-193a-4bce-9f89-4a13a07155ca
2019-10-31,view,28704733,apparel,shoes,greyder,79.8,565976690,2cfed643-9083-4219-a47a-dc689fab6503
2019-10-05,view,1801853,electronics,video,tcl,797.7,526731152,e51d0e06-d132-44bc-9850-8feeea813319
2019-10-01,view,1004838,electronics,smartphone,oppo,179.15,555490217,6a548e64-aaab-4e05-958d-a3b2b6e786b7
2019-10-16,view,1005239,electronics,smartphone,xiaomi,282.89,516189978,307876fa-128d-420e-a472-37169332a091
2019-10-16,view,1003890,electronics,smartphone,xiaomi,231.92,552779823,106b64c6-0445-4b66-9eea-eb670954a104
2019-10-26,view,4804056,electronics,audio,apple,159.85,556312569,2990f3e7-a705-4689-8faa-71c39401f1e3
2019-10-25,view,1005006,electronics,smartphone,xiaomi,86.22,535568683,c5b7ef66-ae28-4c13-862f-bccc05859db6
2019-10-20,view,1003039,electronics,smartphone,samsung,1154.86,535667472,ef1cea75-c1ff-4bf3-8a75-911aba9e80e3
2019-10-11,view,1004836,electronics,smartphone,samsung,230.3,545821531,ec8c7b6a-e26a-4f69-b758-059efed16818
2019-10-25,purchase,1004892,electronics,smartphone,zte,77.2,515265284,7df19177-6907-4ee2-bce2-6b8142a6e590
2019-10-08,view,1004709,electronics,smartphone,huawei,151.99,516343467,dba47d54-fa05-4530-acfb-1de1d0ae8ff4
2019-10-16,view,1004436,electronics,smartphone,samsung,190.46,527610328,9c3be814-1b64-4522-801a-37f0e63ad7a7
2019-10-23,view,4700272,auto,accessories,neoline,277.97,560426451,02d0976f-a980-4679-95bf-af4c75fcdf7d
2019-10-10,view,1004249,electronics,smartphone,apple,753.69,524851521,ecee31b5-9f3e-4c2e-845c-b95cde00b4b9
2019-10-20,view,1004788,electronics,smartphone,xiaomi,136.17,536192387,b118d520-639c-4739-99b0-8d8772e96a13
2019-10-11,view,3700691,appliances,environment,samsung,63.84,519039272,614e1ecd-e688-4b91-984a-f636d54c7475
2019-10-18,view,4804056,electronics,audio,apple,160.62,548532660,1ee113a5-3917-4d88-9ab1-c293c7892821
2019-10-21,view,1002629,electronics,smartphone,apple,360.03,513328012,c6e540ae-c892-4534-8ef3-e99c4d5fe22e
2019-10-31,view,1005138,electronics,smartphone,apple,1741.1,563588295,164435b0-c12c-4d48-b2b5-7f9eb81f8eb7
2019-10-03,view,3100917,appliances,kitchen,redmond,59.18,555960082,26cf5a69-2f61-4f57-977f-9e5db95158a1
2019-10-07,view,4800236,electronics,audio,samsung,38.2,547923398,65213570-9e0d-497f-9e40-4bdccc76b822
2019-10-21,view,2900536,appliances,kitchen,elenberg,50.91,539567104,5e8feb16-0a37-47ee-aba0-16bb921be473
2019-10-10,view,1004767,electronics,smartphone,samsung,250.93,516086885,3c6a206c-f3a5-4ae6-9b7b-af38942c3242
2019-10-21,view,1004565,electronics,smartphone,huawei,166.17,514202839,1ca54f94-f094-45b1-a947-98ff6d2b292d
2019-10-21,view,1005159,electronics,smartphone,xiaomi,224.19,535698443,a37cb395-696b-47fb-98fd-f477e0470b93
2019-10-11,view,1005105,electronics,smartphone,apple,1428.32,514119163,d340911b-8d71-4c90-8674-6114c9c0f480
2019-10-17,view,1307348,computers,notebook,acer,694.97,514752602,1909fd1d-5ba6-458b-ba0c-016fc34f9d59
2019-10-19,view,1005115,electronics,smartphone,apple,1002.51,513070003,5b5cb34a-3c8c-4610-8eef-0cc585a5875c
2019-10-13,view,3600182,appliances,kitchen,midea,131.25,513236265,0ed95efd-d185-4dbe-ac30-7a9f2450782f
2019-10-04,view,3600661,appliances,kitchen,samsung,296.53,518813245,8b654971-402a-401a-a861-e6b3d4591755
2019-10-30,view,4600527,appliances,kitchen,hansa,334.55,530490403,9a67a825-8d7e-4508-a8e1-21d0b9e59008
2019-10-04,view,2800545,appliances,kitchen,midea,149.27,552283756,5971d48a-400b-4827-8a70-152473db83ab
2019-10-16,view,1801792,electronics,video,elenberg,218.51,560803932,2144002f-fe38-428a-bb3d-a3c8f84f66a5
2019-10-27,view,1005160,electronics,smartphone,xiaomi,215.13,517297621,aa930f70-93e0-4928-a8dc-d946dad5bc76
2019-10-02,view,21402964,electronics,clocks,casio,30.12,556032018,b711dfa9-42ba-4713-99e6-fe84b92ef5c1
2019-10-22,view,4803984,electronics,audio,huawei,17.68,513084457,8e05e7b4-f1c3-473e-8d21-ec1862fa39dd
2019-10-11,view,5701127,auto,accessories,pioneer,216.09,513595592,8c47c4fc-3c49-4b60-88d8-a285e3352672
2019-10-10,view,5100263,electronics,clocks,wonlex,29.6,518622304,f411a45c-277b-4dce-990c-f920c3e73ec4
2019-10-11,view,1003306,electronics,smartphone,apple,581.38,538043520,68ceb878-a37e-4e6a-b68c-40909b796b8c
2019-10-29,view,1004730,electronics,smartphone,sony,296.02,535599830,afe87fb1-297a-48e9-b248-45db97833c98
2019-10-16,view,1004565,electronics,smartphone,huawei,169.58,533347926,85c164f4-b45c-498f-bb50-517f1782d060
2019-10-15,view,19100001,construction,tools,bosch,124.58,516864334,c46f8e75-08ef-4889-b2e2-d6b007742312
2019-10-05,view,1004655,electronics,smartphone,samsung,770.9,552188239,1b254974-3a84-4560-93e1-6c817f02ae98
2019-10-10,view,1003475,electronics,smartphone,google,885.14,517930423,018558e8-6b81-4742-bd9c-53a2498c2c27
2019-10-27,view,1005106,electronics,smartphone,apple,1484.81,551632511,e6a84a52-399d-4192-9e99-f0ab40c96214
2019-10-26,view,1801761,electronics,video,artel,1714.07,564078502,1483db94-1185-4af9-be53-364bf8b5de45
2019-10-01,view,1004720,electronics,smartphone,huawei,130.62,549464660,f43face1-ce1a-4aec-b6a8-e071df33411b
2019-10-25,view,8801106,electronics,telephone,nokia,28.06,518841473,0b193a34-4032-4460-8c22-44f4a8539fdb
2019-10-25,view,1004767,electronics,smartphone,samsung,246.52,562330373,7c04ff1c-3814-4dfb-837b-bd35885ac4f2
2019-10-28,view,28712565,apparel,shoes,respect,128.45,514664861,6f9955ff-fe2a-4468-aab1-5366ae12431f
2019-10-07,view,1005152,electronics,smartphone,xiaomi,411.59,543195177,f064f08b-bba7-4373-b44c-da0ca8b920df
2019-10-30,view,1005260,electronics,smartphone,oppo,772.19,565612556,1ee091b5-c3de-4550-bf87-0c20cc8ab619
2019-10-12,view,1004795,electronics,smartphone,xiaomi,231.41,539657289,b6a4b89d-2068-41f6-adcc-3c5ced437008
2019-10-26,view,1005109,electronics,smartphone,apple,1013.93,527088267,c86e2f6d-752a-4ca6-91af-3359cbcdc270
2019-10-23,view,28716608,apparel,shoes,baden,82.63,563418432,8754d3fa-ed14-4f1b-bae9-113055e07b5a
2019-10-22,view,2701683,appliances,kitchen,beko,225.61,556930273,c64a5fde-eaf4-4a9a-a470-0defc9c021fd
2019-10-18,view,1004856,electronics,smartphone,samsung,131.53,526035485,78b02bff-595f-41fc-8937-6657290bf101
2019-10-27,view,1004238,electronics,smartphone,apple,1243.79,512584690,cdac17c7-0183-4df1-bdb9-7f3c0b77fdbd
2019-10-13,view,1307443,computers,notebook,asus,545.68,531158103,e692bd72-64ad-455c-935e-c6081b0d937b
2019-10-17,view,1004795,electronics,smartphone,xiaomi,226.23,512550770,bf2d47e3-6499-4e74-8ac4-5a05a1661f81
2019-10-19,view,10900055,appliances,kitchen,scarlett,11.81,561824249,cb7e60e5-44f6-4f91-bb73-4e44565c9687
2019-10-03,view,18200055,electronics,audio,sony,630.39,512754435,ef5a7860-dd56-40bd-a546-af5ce996f3b9
2019-10-27,view,21401540,electronics,clocks,casio,189.19,517142988,57a7c8b1-7617-4816-9074-63a0f9f991fe
2019-10-19,view,7900927,furniture,kitchen,peg-perego,280.32,562030773,b4fbb633-12e4-451d-8cb6-4a1c7899636b
2019-10-23,purchase,1003306,electronics,smartphone,apple,581.48,513013149,58c4a6c4-9d67-40c7-b0a6-289795b97194
2019-10-04,view,1004856,electronics,smartphone,samsung,132.05,540179255,fa9f3304-4cea-4c00-b395-c4b084e13ed3
2019-10-28,view,1005073,electronics,smartphone,samsung,1134.63,556073688,748ac88c-c083-40ef-be60-414c7246613a
2019-10-18,view,28718435,apparel,shoes,strobbs,34.49,515650326,f4a7eef3-1e93-41da-a329-0ffb5eb1f86f
2019-10-10,view,4802448,electronics,audio,sony,190.97,513356296,d8c22d5d-d64d-4f83-be59-a94e4ce25ac4
2019-10-19,view,1004162,electronics,smartphone,xiaomi,141.32,546124244,3226b2be-e872-4226-b561-5a451775ec68
2019-10-02,view,21409279,electronics,clocks,casio,45.82,555740514,ddabbe06-9196-4c5a-bc8a-87d85c1f8daa
2019-10-31,view,3700859,appliances,environment,thomas,141.29,558809648,f14cdcb3-6779-40ae-9ed4-7fdbc498126f
2019-10-04,view,1003306,electronics,smartphone,apple,584.73,514072723,58c1bf5a-bd6b-44ec-a7d5-90df11cbe71f
2019-10-28,view,1200957,electronics,tablet,samsung,110.39,523615252,edadb603-e07e-4c5f-2d41-736b3a2ae30a
2019-10-18,cart,1005115,electronics,smartphone,apple,1003.6,513207497,1d21ba0b-1d3b-4cfc-ba2c-0723fc2a05db
2019-10-23,view,1801883,electronics,video,philips,257.38,514703684,f7f61fc0-dbb4-42ff-ad2d-2c6605d0a1bf
2019-10-18,view,1801883,electronics,video,philips,257.38,523495722,8c922e90-0d33-42db-ac93-9885ff202d2f
2019-10-25,view,1004739,electronics,smartphone,xiaomi,189.97,512508618,97e1ad49-cd9c-44cf-ae3b-6355aacb96a8
2019-10-08,view,12600045,appliances,kitchen,bosch,169.86,538042178,7734d4bf-9f27-4ee9-a020-57e7b002a2b7
2019-10-06,view,2701977,appliances,kitchen,samsung,771.96,512415022,9589619e-3cdf-4cfa-a429-c003ddbbb3ac
2019-10-03,view,1004904,electronics,smartphone,huawei,110.31,517592175,feff7469-c717-481f-98e3-d730711a960e
2019-10-19,view,28718440,apparel,shoes,strobbs,64.61,558894577,9bc64ab1-c290-4b84-9af1-f811f0bc044f
2019-10-28,view,3700580,appliances,environment,thomas,334.39,513571207,b544c92a-5d07-4b00-a408-c6a15c4eacee
2019-10-13,view,6902463,furniture,living_room,zlatek,51.46,541716831,40e2c4b3-72bd-44ee-a06d-d677f908bb78
2019-10-16,purchase,1004258,electronics,smartphone,apple,756.71,556267819,01cdd580-7853-435f-b08c-16bf919a234b
2019-10-22,view,4000210,construction,tools,polaris,115.25,515929792,3ea31dd3-0647-499f-bcc7-85b72bc61696
2019-10-30,view,1004956,electronics,smartphone,xiaomi,382.69,557650362,050c6bda-6607-4195-81f2-f7d010417d27
2019-10-16,cart,1005160,electronics,smartphone,xiaomi,227.6,560728119,371ec7c8-50c1-430b-9ffe-045804ff56f7
2019-10-30,view,19100222,construction,tools,ryobi,144.71,530028032,7a7ef14d-f3ef-4e4f-9201-f87f054c541d
2019-10-25,view,3701088,appliances,environment,bosch,102.94,536583469,07d73145-5c5a-4016-b8c7-a2b4e26c7659
2019-10-05,view,2702331,appliances,kitchen,lg,527.65,550145858,490bd5f0-9f29-4e48-bb8c-8a7b4a311c8b
2019-10-01,view,39800001,apparel,shirt,dion,29.6,515896686,1009f472-4678-442c-80d6-5867ec86b823
2019-10-15,view,5100855,electronics,clocks,apple,587.67,514468999,6799225d-22a6-4252-b6f4-16263406c1e0
2019-10-13,view,1005099,electronics,smartphone,samsung,145.12,552369235,6a7f7d5c-c7a8-471c-964f-f64910503b3f
2019-10-30,cart,1004835,electronics,smartphone,samsung,223.95,564314129,82746ca7-19d9-4d64-8007-8b476162535f
2019-10-04,view,1307342,computers,notebook,acer,900.9,556641072,5dafe9bd-a603-4b94-9da9-4f5b5e01cd98
2019-10-24,view,5100337,electronics,clocks,apple,319.34,561414367,6868fbea-4d0b-4869-a34e-597626bdb718
2019-10-21,view,21405794,electronics,clocks,versus,295.14,515595919,7e7add79-67d4-4281-b05a-bcad32d97d48
2019-10-16,view,6000227,auto,accessories,starline,157.53,514751435,c1124130-153d-4637-85bc-f8ca7b342f5d
2019-10-08,view,1004833,electronics,smartphone,samsung,170.92,537748938,63afefe8-f69b-4400-ad3a-c7f26a6aaa9c
2019-10-16,view,1004237,electronics,smartphone,apple,1086.95,515064868,8b78cae6-cb72-4871-adb3-f9139616c7bf
2019-10-19,view,1004659,electronics,smartphone,samsung,727.69,536636330,d585ab12-8633-4962-b71f-57c57336d67f
2019-10-05,view,1002538,electronics,smartphone,apple,603.5,523671848,9b7a832a-f149-4c9c-8e16-1fa7dd35631b
2019-10-05,view,1004235,electronics,smartphone,apple,1181.6,525281370,4d57eab9-765b-48c2-a463-faaa744ac051
2019-10-24,view,28703635,apparel,shoes,nike,115.58,517615258,8e697a8a-0ef4-4dee-964d-303e8c4fac0c
2019-10-25,view,1004904,electronics,smartphone,huawei,106.82,513368172,43f65469-a43c-4d47-bb78-b2d4b36c6593
2019-10-08,view,5801550,electronics,audio,alphard,43.76,557874027,ddcb6b28-70ce-4e00-a968-429be8b130fc
2019-10-05,view,1004247,electronics,smartphone,apple,803.06,524044876,f29ab619-c10b-4b3a-8afa-da44ae27dd86
2019-10-11,view,1003304,electronics,smartphone,apple,578.32,543458134,e7c56044-67c2-48cb-9279-c40fb42e0cd9
2019-10-05,view,3600591,appliances,kitchen,artel,93.7,548015983,3af0ac7c-974a-41e7-af1b-b5c9d11cc39d
2019-10-11,view,4801028,electronics,audio,xiaomi,12.84,515125400,9278e5a3-3358-4782-88ad-5a9fddfce303
2019-10-31,view,1002544,electronics,smartphone,apple,459.21,565843658,7b0a0e4c-4d34-415b-a0b3-3fcea7d75f39
2019-10-13,view,1307004,computers,notebook,lenovo,298.57,559840615,db09840d-57ea-4db7-976b-22e9c2668653
2019-10-08,view,7004549,kids,carriage,rant,69.47,546378560,cb5404c0-58d5-4d7d-9b46-04c5ba79baeb
2019-10-07,view,1004749,electronics,smartphone,samsung,200.52,536148974,40356a91-4ab9-47b4-af7e-37db25fdc336
2019-10-29,view,1002544,electronics,smartphone,apple,459.21,541624496,e6df8277-1418-4834-a888-d53d9af2c50b
2019-10-22,view,3700777,appliances,environment,samsung,174.52,555715354,57a1f230-e258-406a-b650-ece21d0852ed
2019-10-22,view,3600990,appliances,kitchen,indesit,208.32,546457712,8cbc8c35-6b5b-aef3-bf57-bf0c3f8dcefb
2019-10-14,view,3601347,appliances,kitchen,artel,137.12,548597189,75971dc8-9e97-4b94-8f45-55c20495d82a
2019-10-28,view,1005158,electronics,smartphone,xiaomi,321.5,547208701,f2b5a078-82a4-47a7-a260-487f4bfa5c11
2019-10-06,view,1004211,electronics,smartphone,samsung,97.79,552499457,8c1ed6f8-74c9-4580-b3c2-532ae5c0bc56
2019-10-28,view,3100318,appliances,kitchen,scarlett,30.63,550468446,ce673b08-531c-4746-bcee-2473b3fc14af
2019-10-08,view,3601489,appliances,kitchen,samsung,475.95,554736676,1413a980-eb71-446d-beec-f54980c61644
2019-10-18,view,1005032,electronics,smartphone,xiaomi,434.77,515893967,5104535e-0f34-4abf-85c9-4e1b04291398
2019-10-28,view,1002524,electronics,smartphone,apple,531.29,548676472,f6b492af-55f6-48ad-929b-1f35fdf2e784
2019-10-25,view,1801772,electronics,video,changhong,359.37,542683018,875cbee3-2399-4ddb-93fc-3a907295b5a9
2019-10-13,view,1005107,electronics,smartphone,apple,1091.1,513381462,e22c8ff0-628a-4d76-9715-d2905311adfd
2019-10-25,view,19100420,construction,tools,festool,1033.1,552664695,8c668e52-4c99-4278-b6fa-19a101162df0
2019-10-03,view,2701491,appliances,kitchen,hansa,514.74,550607914,c1ccaea7-3818-42b1-8c2f-3734e2059982
2019-10-04,view,2900200,appliances,kitchen,lg,85.79,513775561,fb70dd77-0773-474c-b25d-387c1b3450bf
2019-10-30,view,13500398,furniture,bedroom,brw,51.48,513057619,0daffa82-26ff-41dc-979b-44ace3d02730
2019-10-05,view,1004794,electronics,smartphone,xiaomi,228.62,538380821,5bb27373-6006-4357-8e87-fedb7e89c425
2019-10-12,view,1004038,electronics,smartphone,xiaomi,167,548018255,bdd33931-0400-4574-9559-9cdf4f901df6
2019-10-26,view,4804153,electronics,audio,olmio,43.76,534074572,a5118588-3880-4753-b0d9-1d4fc8b338c7
2019-10-04,view,4802159,electronics,audio,jbl,8.88,523134312,fe69d574-2995-4b82-b81e-09a3ac034b72
2019-10-12,view,1003306,electronics,smartphone,apple,581.12,541029040,4f55c5e6-7e48-4210-b347-b24f6073a03f
2019-10-19,view,2900516,appliances,kitchen,dauscher,58.95,536943280,4356c135-5a65-4342-a4fc-2b1ecdd1ee17
2019-10-10,view,1801766,electronics,video,artel,150.22,521774594,b3e7f360-5d63-4d5e-a122-de65bee50e99
2019-10-12,cart,4804055,electronics,audio,apple,191.59,548357750,458e5f1f-5a96-4410-9dc1-5246b04f3d0d
2019-10-26,view,28400408,accessories,bag,petek,249.56,532926060,594424ee-92f5-4cb4-9e96-778cf023ee4d
2019-10-26,view,1004767,electronics,smartphone,samsung,244.95,524831426,9aa2d7b1-98d1-4a03-81e6-e0469007563c
2019-10-26,view,1004856,electronics,smartphone,samsung,130.99,563673967,f5313dc1-1fad-4574-934e-47f2fd2ef3dc
2019-10-07,view,10900348,appliances,kitchen,kitfort,118.12,532023711,014e504b-a2f0-4729-8ddd-063d14f5716b
2019-10-11,view,4804295,electronics,audio,xiaomi,23.04,514681917,caa8ea48-1263-4c50-85f6-423c62bfe793
2019-10-12,view,7004492,kids,carriage,belecoo,95.2,551035951,3fba8e8e-899b-4d70-a0fd-eafcce179904
2019-10-05,view,10900305,appliances,kitchen,elenberg,25.71,519271160,ab854d11-5e75-4d5e-9365-23862fde35cc
2019-10-02,view,21800056,computers,peripherals,cnd,4.35,555647637,52a298e0-beda-4164-9890-89b10936053f
2019-10-23,view,1004199,electronics,smartphone,xiaomi,334.63,551291051,56dfee95-21c8-4697-92db-d6791f7fbd15
2019-10-12,view,1004872,electronics,smartphone,samsung,288.01,514106264,7a77896a-d2b9-494c-993a-be6b9d5c50ea
2019-10-28,view,28715705,apparel,shoes,puma,94.98,524694652,422f46fc-4646-4050-8c51-bb749ddb21a4
